项目经理名称,决策状态,回购进程,当前审批人,电池型号,电池SN,回购业务编号,回购决策编号,业务状态,创建时间,更新时间,车辆品牌,车架号,回购来源,所属部门,付款申请编号,付款申请时间,付款申请状态,付款时间,收款方,回购金额,已付款金额,未付款金额,支付方式,付款明细状态,租售决策通过时间,总部套数,付款套数,距离今天天数
朱子煜,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG4BJJ10,LDJT-2026-014-GJMT-13541,PPS-202606-422,已会签,2026-06-09 14:05:44.0,2026-06-17 12:58:41.0,徐工,LC1HMYBF5T0013694,延安高军煤炭经销有限责任公司,事业二部五组,,,-,,,329400.0,,,,,2026-06-17,15.0,15,30
朱子煜,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG4AJJ19,LDJT-2026-014-GJMT-13541,PPS-202606-422,已会签,2026-06-09 14:05:44.0,2026-06-17 12:58:41.0,徐工,LC1HMYBF3T0013712,延安高军煤炭经销有限责任公司,事业二部五组,,,-,,,329400.0,,,,,2026-06-17,15.0,15,30
朱子煜,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG4AJJ17,LDJT-2026-014-GJMT-13541,PPS-202606-422,已会签,2026-06-09 14:05:44.0,2026-06-17 12:58:41.0,徐工,LC1HMYBF3T0013693,延安高军煤炭经销有限责任公司,事业二部五组,,,-,,,329400.0,,,,,2026-06-17,15.0,15,30
朱子煜,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG4AJJ15,LDJT-2026-014-GJMT-13541,PPS-202606-422,已会签,2026-06-09 14:05:44.0,2026-06-17 12:58:41.0,徐工,LC1HMYBF1T0013692,延安高军煤炭经销有限责任公司,事业二部五组,,,-,,,329400.0,,,,,2026-06-17,15.0,15,30
朱子煜,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG4AJJ12,LDJT-2026-014-GJMT-13541,PPS-202606-422,已会签,2026-06-09 14:05:44.0,2026-06-17 12:58:41.0,徐工,LC1HMYBF1T0013689,延安高军煤炭经销有限责任公司,事业二部五组,,,-,,,329400.0,,,,,2026-06-17,15.0,15,30
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG57JJ28,LDJT-2026-014-SXJCA-12145,PPS-202605-1483,已会签,2026-05-26 17:53:13.0,2026-05-27 16:11:11.0,徐工,LC1HMYBF7T0016077,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-05-27,2.0,2,51
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG57JJ17,LDJT-2026-014-SXJCA-12145,PPS-202605-1483,已会签,2026-05-26 17:53:13.0,2026-05-27 16:11:11.0,徐工,LC1HMYBF5T0016076,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-05-27,2.0,2,51
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,BD0PBG5MKX25,LDJT-2026-014-JZHJQC-14559,PPS-202606-1324,已会签,2026-06-17 15:23:55.0,2026-07-07 10:06:59.0,徐工,LC1HMYBF7T0023739,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-07,2.0,2,10
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,BD0PBG5MKX22,LDJT-2026-014-JZHJQC-14559,PPS-202606-1324,已会签,2026-06-17 15:23:55.0,2026-07-07 10:06:59.0,徐工,LC1HMYBF3T0023740,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-07,2.0,2,10
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4PKX41,LDJT-2026-014-SXJCA-15856,PPS-202607-033,已会签,2026-07-01 17:49:55.0,2026-07-02 19:34:30.0,徐工,LC1HMYBFXT0022620,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-07-02,10.0,10,15
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4PKX40,LDJT-2026-014-SXJCA-15856,PPS-202607-033,已会签,2026-07-01 17:49:55.0,2026-07-02 19:34:30.0,徐工,LC1HMYBFXT0022617,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-07-02,10.0,10,15
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4PKX39,LDJT-2026-014-SXJCA-15856,PPS-202607-033,已会签,2026-07-01 17:49:55.0,2026-07-02 19:34:30.0,徐工,LC1HMYBF9T0022611,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-07-02,10.0,10,15
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4PKX35,LDJT-2026-014-SXJCA-15856,PPS-202607-033,已会签,2026-07-01 17:49:55.0,2026-07-02 19:34:30.0,徐工,LC1HMYBF8T0022616,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-07-02,10.0,10,15
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4PKX31,LDJT-2026-014-SXJCA-15856,PPS-202607-033,已会签,2026-07-01 17:49:55.0,2026-07-02 19:34:30.0,徐工,LC1HMYBF6T0022615,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-07-02,10.0,10,15
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4PKX03,LDJT-2026-014-SXJCA-15856,PPS-202607-033,已会签,2026-07-01 17:49:55.0,2026-07-02 19:34:30.0,徐工,LC1HMYBF4T0022614,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-07-02,10.0,10,15
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4NKX43,LDJT-2026-014-SXJCA-15856,PPS-202607-033,已会签,2026-07-01 17:49:55.0,2026-07-02 19:34:30.0,徐工,LC1HMYBF3T0022619,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-07-02,10.0,10,15
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4NKX37,LDJT-2026-014-SXJCA-15856,PPS-202607-033,已会签,2026-07-01 17:49:55.0,2026-07-02 19:34:30.0,徐工,LC1HMYBF2T0022613,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-07-02,10.0,10,15
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4NKX35,LDJT-2026-014-SXJCA-15856,PPS-202607-033,已会签,2026-07-01 17:49:55.0,2026-07-02 19:34:30.0,徐工,LC1HMYBF1T0022618,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-07-02,10.0,10,15
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4NKX32,LDJT-2026-014-SXJCA-15856,PPS-202607-033,已会签,2026-07-01 17:49:55.0,2026-07-02 19:34:30.0,徐工,LC1HMYBF0T0022612,陕西锦城安汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-07-02,10.0,10,15
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBFA9G059,LDJT-2026-014-SXJH-13901,PPS-202606-888,已会签,2026-06-12 09:46:10.0,2026-06-26 15:53:38.0,徐工,LC1HMYBF7S0041382,山西嘉海运输有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-26,1.0,1,21
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBRHF07,LDJT-2026-014-XYH-13147,PPS-202606-163,已会签,2026-06-04 16:49:33.0,2026-06-10 11:48:32.0,陕重汽,LZGJLM44XSX143721,陕西旭月辉物流有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-10,10.0,10,37
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB9HF35,LDJT-2026-014-XYH-13147,PPS-202606-163,已会签,2026-06-04 16:49:33.0,2026-06-10 11:48:32.0,陕重汽,LZGJLM44XSX143718,陕西旭月辉物流有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-10,10.0,10,37
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB8HF02,LDJT-2026-014-XYH-13147,PPS-202606-163,已会签,2026-06-04 16:49:33.0,2026-06-10 11:48:32.0,陕重汽,LZGJLM448SX143720,陕西旭月辉物流有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-10,10.0,10,37
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB7HF09,LDJT-2026-014-XYH-13147,PPS-202606-163,已会签,2026-06-04 16:49:33.0,2026-06-10 11:48:32.0,陕重汽,LZGJLM448SX143717,陕西旭月辉物流有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-10,10.0,10,37
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB4HF15,LDJT-2026-014-XYH-13147,PPS-202606-163,已会签,2026-06-04 16:49:33.0,2026-06-10 11:48:32.0,陕重汽,LZGJLM444SX143729,陕西旭月辉物流有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-10,10.0,10,37
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBPHF64,LDJT-2026-014-XYH-13147,PPS-202606-163,已会签,2026-06-04 16:49:33.0,2026-06-10 11:48:32.0,陕重汽,LZGJLM443SX143723,陕西旭月辉物流有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-10,10.0,10,37
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBBHF17,LDJT-2026-014-XYH-13147,PPS-202606-163,已会签,2026-06-04 16:49:33.0,2026-06-10 11:48:32.0,陕重汽,LZGJLM442SX143728,陕西旭月辉物流有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-10,10.0,10,37
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAWHF63,LDJT-2026-014-XYH-13147,PPS-202606-163,已会签,2026-06-04 16:49:33.0,2026-06-10 11:48:32.0,陕重汽,LZGJLM441SX143722,陕西旭月辉物流有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-10,10.0,10,37
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAWHF62,LDJT-2026-014-XYH-13147,PPS-202606-163,已会签,2026-06-04 16:49:33.0,2026-06-10 11:48:32.0,陕重汽,LZGJLM441SX143719,陕西旭月辉物流有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-10,10.0,10,37
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFARJC22,LDJT-2026-014-XYH-13147,PPS-202606-163,已会签,2026-06-04 16:49:33.0,2026-06-10 11:48:32.0,陕重汽,LZGJLM440SX143730,陕西旭月辉物流有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-10,10.0,10,37
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AF0PBG3PJJ17,LDJT-2026-014-SLQM-11656,PPS-202605-1306,已会签,2026-05-21 17:04:33.0,2026-05-26 19:27:59.0,解放,LFWSRXDLXTAB15500,陕西榆林市双利汽贸有限公司,事业二部五组,,,-,,,308100.0,,,,,2026-05-26,5.0,5,52
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG3WJJ04,LDJT-2026-014-SLQM-11656,PPS-202605-1306,已会签,2026-05-21 17:04:33.0,2026-05-26 19:27:59.0,解放,LFWSRXDL7TAB15499,陕西榆林市双利汽贸有限公司,事业二部五组,,,-,,,308100.0,,,,,2026-05-26,5.0,5,52
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG3TJJ85,LDJT-2026-014-SLQM-11656,PPS-202605-1306,已会签,2026-05-21 17:04:33.0,2026-05-26 19:27:59.0,解放,LFWSRXDL5TAB15498,陕西榆林市双利汽贸有限公司,事业二部五组,,,-,,,308100.0,,,,,2026-05-26,5.0,5,52
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG3TJJ61,LDJT-2026-014-SLQM-11656,PPS-202605-1306,已会签,2026-05-21 17:04:33.0,2026-05-26 19:27:59.0,解放,LFWSRXDL3TAB15497,陕西榆林市双利汽贸有限公司,事业二部五组,,,-,,,308100.0,,,,,2026-05-26,5.0,5,52
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG3NJJ29,LDJT-2026-014-SLQM-11656,PPS-202605-1306,已会签,2026-05-21 17:04:33.0,2026-05-26 19:27:59.0,解放,LFWSRXDL1TAB15501,陕西榆林市双利汽贸有限公司,事业二部五组,,,-,,,308100.0,,,,,2026-05-26,5.0,5,52
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG14JJ10,LDJT-2026-014-YNXS-14964,PPS-202606-1442,已会签,2026-06-23 14:13:31.0,2026-06-25 11:46:10.0,陕重汽,LZGJLM443TX060942,榆林榆能鑫盛汽车销售有限责任公司,事业二部五组,,,-,,,308100.0,,,,,2026-06-25,1.0,1,22
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBF9WG018,LDJT-2026-014-JZCH-13941,PPS-202606-925,已会签,2026-06-12 12:14:21.0,2026-06-24 09:39:56.0,徐工,LC1HMYBF9S0040184,晋中常辉汽车运输有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-24,3.0,3,23
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBF94G008,LDJT-2026-014-JZCH-13941,PPS-202606-925,已会签,2026-06-12 12:14:21.0,2026-06-24 09:39:56.0,徐工,LC1HMYBF8S0040175,晋中常辉汽车运输有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-24,3.0,3,23
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBF85G028,LDJT-2026-014-JZCH-13941,PPS-202606-925,已会签,2026-06-12 12:14:21.0,2026-06-24 09:39:56.0,徐工,LC1HMYBF6S0040191,晋中常辉汽车运输有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-24,3.0,3,23
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AD0PBG5GGS08,LDJT-2026-014-STH-15634,PPS-202606-2046,已会签,2026-06-30 13:51:29.0,2026-07-06 21:34:55.0,陕重汽,LZGCR246XTX090534,陕西盛途恒运汽车销售有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-07-06,2.0,2,11
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AD0PBG5FGS01,LDJT-2026-014-STH-15634,PPS-202606-2046,已会签,2026-06-30 13:51:29.0,2026-07-06 21:34:55.0,陕重汽,LZGCR2468TX090533,陕西盛途恒运汽车销售有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-07-06,2.0,2,11
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG5JJJ39,LDJT-2026-014-JZHJQC-13582,PPS-202606-691,已会签,2026-06-09 17:41:08.0,2026-06-22 14:41:23.0,徐工,LC1HMYBF9T0023015,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-22,10.0,10,25
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG5JJJ37,LDJT-2026-014-JZHJQC-13582,PPS-202606-691,已会签,2026-06-09 17:41:08.0,2026-06-22 14:41:23.0,徐工,LC1HMYBF7T0023014,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-22,10.0,10,25
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG5EJJ17,LDJT-2026-014-JZHJQC-13582,PPS-202606-691,已会签,2026-06-09 17:41:08.0,2026-06-22 14:41:23.0,徐工,LC1HMYBF6T0023019,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-22,10.0,10,25
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG5EJJ15,LDJT-2026-014-JZHJQC-13582,PPS-202606-691,已会签,2026-06-09 17:41:08.0,2026-06-22 14:41:23.0,徐工,LC1HMYBF5T0023013,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-22,10.0,10,25
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG5EJJ11,LDJT-2026-014-JZHJQC-13582,PPS-202606-691,已会签,2026-06-09 17:41:08.0,2026-06-22 14:41:23.0,徐工,LC1HMYBF4T0023018,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-22,10.0,10,25
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG5EJJ07,LDJT-2026-014-JZHJQC-13582,PPS-202606-691,已会签,2026-06-09 17:41:08.0,2026-06-22 14:41:23.0,徐工,LC1HMYBF3T0023012,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-22,10.0,10,25
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG5EJJ05,LDJT-2026-014-JZHJQC-13582,PPS-202606-691,已会签,2026-06-09 17:41:08.0,2026-06-22 14:41:23.0,徐工,LC1HMYBF2T0023020,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-22,10.0,10,25
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG5DJJ35,LDJT-2026-014-JZHJQC-13582,PPS-202606-691,已会签,2026-06-09 17:41:08.0,2026-06-22 14:41:23.0,徐工,LC1HMYBF2T0023017,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-22,10.0,10,25
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG5DJJ33,LDJT-2026-014-JZHJQC-13582,PPS-202606-691,已会签,2026-06-09 17:41:08.0,2026-06-22 14:41:23.0,徐工,LC1HMYBF1T0023011,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-22,10.0,10,25
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG5DJJ21,LDJT-2026-014-JZHJQC-13582,PPS-202606-691,已会签,2026-06-09 17:41:08.0,2026-06-22 14:41:23.0,徐工,LC1HMYBF0T0023016,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-22,10.0,10,25
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG1VJJ24,LDJT-2026-014-SLQM-11648,PPS-202605-1306,已会签,2026-05-21 16:58:25.0,2026-05-26 19:27:59.0,解放,LFWSRXDL9TAB06822,陕西榆林市双利汽贸有限公司,事业二部五组,,,-,,,329400.0,,,,,2026-05-26,1.0,1,52
尚勇磊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG36JJ10,LDJT-2026-014-YJSD-15832,PPS-202606-1747,已会签,2026-07-01 15:35:40.0,2026-07-07 10:10:08.0,徐工,LC1HMYBF7T0012465,山西远景时代汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-07,1.0,1,10
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBLGS02,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBFXS0046494,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBKGS10,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBFXS0046480,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBKGS08,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF9S0046499,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS31,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF9S0046485,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS25,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF8S0046493,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS24,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF7S0046498,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS22,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF7S0046484,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS20,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF6S0046492,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS18,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF6S0046489,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS17,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF5S0046483,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS10,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF4S0046491,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS08,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF4S0046488,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS07,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF4S0046474,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBJGS05,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF3S0046482,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBHGS19,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF2S0046490,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBHGS18,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF2S0046487,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBDGS14,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF2S0046473,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFBDGS13,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF1S0072787,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFB3GS17,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF1S0046495,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
